UnitNameValue	UnitIcon	UnitPortrait	TrainingIcon	ImpIcon	SectorialSymbol	SectorialAVA	SectorialLinkable	MOVValue	CCValue	BSValue	PHValue	WIPValue	ARMValue	BTSValue	WValue	AVAValue	SWCCost	UnitCost	UnitNotesValue	Ability1Title	Ability1Text	Ability2Title	Ability2Text	Ability3Title	Ability3Text	Ability4Title	Ability4Text	Ability5Title	Ability5Text	Ability6Title	Ability6Text	Weapon1Value	Weapon2Value	Weapon3Value	Weapon4Value	Weapon5Value	InactiveMOVValue	InactiveCCValue	InactiveBSValue	InactivePHValue	InactiveWIPValue	InactiveARMValue	InactiveBTSValue	InactiveWValue
Kamael Light Infantry	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	11	13	1	0	1	T	0	12	Fireteam: Tohaa	Fireteam: Tohaa		 										Combi Rifle	Pistol	Knife												
Kamael Light Infantry - HMG	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	11	13	1	0	1	T	1	19	Fireteam: Tohaa	Fireteam: Tohaa		 										Spitfire	Pistol	Knife												
Kamael Light Infantry - LGL	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	11	13	1	0	1	T	1	17	Fireteam: Tohaa	Fireteam: Tohaa		 										Combi Rifle	Light GL	Pistol	Knife											
Kamael Light Infantry - Sniper	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	11	13	1	0	1	T	1	18	Fireteam: Tohaa	Fireteam: Tohaa		 										Sniper Rifle	Pistol	Knife												
Kamael Light Infantry - Hacker	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	11	13	1	0	1	T	1	18	Hacker, Defensive Hacking Device, Fireteam: Tohaa	Hacker		 Defensive Hacking Device		 Fireteam: Tohaa		 						Combi Rifle	Pistol	Knife												
Kamael Light Infantry - FO	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	11	13	1	0	1	T	0	15	Forward Observer, Fireteam: Tohaa	Forward Observer	Forward Observer is a Short Skill. A Forward Observer in LoF with an enemy will be able to mark him after passing a WIP roll (Face to Face, or Normal, depending on the case), modified by Covers, Distance, Camouflage and Hiding Special Skill, or an Optical Disruptor Device. Distance Modifiers for marking with Forward Observer are applied as per the following table: There are two types of attacks that can be made as a result of the marking by a Forward Observer:   Speculative: When the Forward Observer passes his WIP Roll, the target remains marked for any other comrade that wants to shoot at that target, and the Speculative Fire Modifier is not applied.   Guided: When the Forward Observer passes his WIP Roll the target will remain marked for any other comrade possessing a weapon with Guided Ammunition. This figure will be able to use the Short Skill Ballistic Skills to hit the marked miniature without a roll required, as the WIP Roll of the Observer substitutes.   A miniature marked by a Forward Observer will be considered as marked until the end of the turn of the player possessing the Observer that marked it. The special equipment of Forward Observers allows them to use the Flash Pulse.  	 Fireteam: Tohaa		 								Combi Rifle	Pistol	Knife												
Kamael Light Infantry - Paramedic	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	11	13	1	0	1	T	0	16	MediKit, Fireteam: Tohaa	MediKit	This is a wound recovery medical device carried by all Paramedics. It is used to heal Unconscious miniatures. Using the MediKit is a Short Skill that requires a PH Roll with a -3 Modifier by the patient. If he fails his roll, he will immediately pass to the Dead state and will be removed from the game table. If he passes the roll, the patient recovers 1 Wound, automatically leaving the Unconscious state and contributing his Order again to the Orders Reserve of his army in the next active turn. With a MediKit, miniatures can be healed from the Unconscious state as many times as necessary, provided they pass their PH-3 Rolls. Human MediKits do not work on Aliens (Assault Packs, Dog-Warriors, etc.) and vice versa. The MediKit is the most frequent medical system of nano-injection on battlefields. There are several syringe models; the most modern being a device with the form of a gun, using a chamber with a magnetic coil. After introducing the nanotreatment cartridge and pulling the electric trigger, the magnetic field accelerator injects at high speed the medical nanobots suspended in the cartridge serum. Other versions of the MediKit are the hypo-spray, with a lower speed performance, or the archaic pneumatic pistols.  	 Fireteam: Tohaa		 								Combi Rifle	Pistol	Knife												
Kamael Light Infantry - Lieutenant	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	11	13	1	0	1	T	0	12	Lieutenant, Fireteam: Tohaa	Lieutenant		 Fireteam: Tohaa		 								Combi Rifle	Pistol	Knife												
Sakiel Regiment	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280909-0419-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280909-0419.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Impetuous.png				4-4	14	12	11	13	2	0	1	6	0	20	Symbiont Armour, Fireteam: Tohaa, V: Courage	Symbiont Armour		 Fireteam: Tohaa		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 						Combi Rifle	Swarm Grenades	Pistol	Knife		4-4	14	12	11	13	0	0	1 	 	
Sakiel Regiment - Null	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280909-0419-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280909-0419.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Impetuous.png				4-4	14	12	11	13	2	0	1	6	0.5	18	Nullifier, Symbiont Armour, Fireteam: Tohaa, V: Courage	Nullifier		 Symbiont Armour		 Fireteam: Tohaa		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 				Combi Rifle	Pistol	Knife			4-4	14	12	11	13	0	0	1 	 	
Sakiel Regiment - LRL	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280909-0419-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280909-0419.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Impetuous.png				4-4	14	12	11	13	2	0	1	6	1	32	Symbiont Armour, Fireteam: Tohaa, V: Courage	Symbiont Armour		 Fireteam: Tohaa		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 						Combi Rifle	Light Rocket Launcher	Pistol	Knife		4-4	14	12	11	13	0	0	1 	 	
Sakiel Regiment - Viral	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280909-0419-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280909-0419.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Impetuous.png				4-4	14	12	11	13	2	0	1	6	0	26	Symbiont Armour, Fireteam: Tohaa, V: Courage	Symbiont Armour		 Fireteam: Tohaa		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 						Viral Combi Rifle	Swarm Grenades	Pistol	Knife		4-4	14	12	11	13	0	0	1 	 	
Sakiel Regiment - Spitfire	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280909-0419-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280909-0419.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Impetuous.png				4-4	14	12	11	13	2	0	1	6	1.5	24	Symbiont Armour, Fireteam: Tohaa, V: Courage	Symbiont Armour		 Fireteam: Tohaa		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 						Spitfire	Pistol	Knife			4-4	14	12	11	13	0	0	1 	 	
Sakiel Regiment - Paramedic	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280909-0419-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280909-0419.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Impetuous.png				4-4	14	12	11	13	2	0	1	6	0	24	MediKit, Symbiont Armour, Fireteam: Tohaa, V: Courage	MediKit	This is a wound recovery medical device carried by all Paramedics. It is used to heal Unconscious miniatures. Using the MediKit is a Short Skill that requires a PH Roll with a -3 Modifier by the patient. If he fails his roll, he will immediately pass to the Dead state and will be removed from the game table. If he passes the roll, the patient recovers 1 Wound, automatically leaving the Unconscious state and contributing his Order again to the Orders Reserve of his army in the next active turn. With a MediKit, miniatures can be healed from the Unconscious state as many times as necessary, provided they pass their PH-3 Rolls. Human MediKits do not work on Aliens (Assault Packs, Dog-Warriors, etc.) and vice versa. The MediKit is the most frequent medical system of nano-injection on battlefields. There are several syringe models; the most modern being a device with the form of a gun, using a chamber with a magnetic coil. After introducing the nanotreatment cartridge and pulling the electric trigger, the magnetic field accelerator injects at high speed the medical nanobots suspended in the cartridge serum. Other versions of the MediKit are the hypo-spray, with a lower speed performance, or the archaic pneumatic pistols.  	 Symbiont Armour		 Fireteam: Tohaa		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 				Combi Rifle	Swarm Grenades	Pistol	Knife		4-4	14	12	11	13	0	0	1 	 	
Sakiel Regiment - Lt	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280909-0419-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280909-0419.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Impetuous.png				4-4	14	12	11	13	2	0	1	6	0	26	Lieutenant, Symbiont Armour, Fireteam: Tohaa, V: Courage	Lieutenant		 Symbiont Armour		 Fireteam: Tohaa		 V: Courage	Courage avoids, without spending any Order, the WIP Roll that is compulsory after surviving the impact of a ballistic weapon but the figure does not wish to move to cover (The Guts Roll made after a successful ARM Roll). The figure is not required to keep his position if he does not want to.  	 				Viral Combi Rifle	Swarm Grenades	Pistol	Knife		4-4	14	12	11	13	0	0	1 	 	
Ectros Regiment	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	17	13	14	13	3	-6	2	4	0	50	Symbiont Armour, Fireteam: Tohaa, Poison	Symbiont Armour		 Fireteam: Tohaa		 Poison	The miniature is able to secrete a neurotoxin which makes his blows highly lethal. Accordingly, the figure's CC weapon is counted as having Shock Special Ammunition. The effect of the Poison can be combined with any other Special Ammunition that his CC weapon possesses. In addition, each time a figure with the Poison Special Skill suffers a Wound in CC, his blood splatters automatically to cause a Damage 9 hit on his adversary. Blood splatters cause Normal (Never special) Damage, and as the direct result of a Short CC Skill, they cannot be dodged.  	 						Nanopulser	Viral Combi Rifle	Pistol	CCW		4-4	17	12	11	13	0	0	1	 	
Ectros Regiment - HMG	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	17	13	14	13	3	-6	2	4	2	53	Symbiont Armour, Fireteam: Tohaa, Poison	Symbiont Armour		 Fireteam: Tohaa		 Poison	The miniature is able to secrete a neurotoxin which makes his blows highly lethal. Accordingly, the figure's CC weapon is counted as having Shock Special Ammunition. The effect of the Poison can be combined with any other Special Ammunition that his CC weapon possesses. In addition, each time a figure with the Poison Special Skill suffers a Wound in CC, his blood splatters automatically to cause a Damage 9 hit on his adversary. Blood splatters cause Normal (Never special) Damage, and as the direct result of a Short CC Skill, they cannot be dodged.  	 						Nanopulser	HMG	Pistol	CCW		4-4	17	12	11	13	0	0	1	 	
Ectros Regiment - Vulkan	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	17	13	14	13	3	-6	2	4	0	46	Symbiont Armour, Fireteam: Tohaa, Poison	Symbiont Armour		 Fireteam: Tohaa		 Poison	The miniature is able to secrete a neurotoxin which makes his blows highly lethal. Accordingly, the figure's CC weapon is counted as having Shock Special Ammunition. The effect of the Poison can be combined with any other Special Ammunition that his CC weapon possesses. In addition, each time a figure with the Poison Special Skill suffers a Wound in CC, his blood splatters automatically to cause a Damage 9 hit on his adversary. Blood splatters cause Normal (Never special) Damage, and as the direct result of a Short CC Skill, they cannot be dodged.  	 						Nanopulser	Vulkan Shotgun	Pistol	CCW		4-4	17	12	11	13	0	0	1	 	
Ectros Regiment - Lt	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	17	13	14	13	3	-6	2	4	0	50	Lieutenant, Symbiont Armour, Fireteam: Tohaa, Poison	Lieutenant		 Symbiont Armour		 Fireteam: Tohaa		 Poison	The miniature is able to secrete a neurotoxin which makes his blows highly lethal. Accordingly, the figure's CC weapon is counted as having Shock Special Ammunition. The effect of the Poison can be combined with any other Special Ammunition that his CC weapon possesses. In addition, each time a figure with the Poison Special Skill suffers a Wound in CC, his blood splatters automatically to cause a Damage 9 hit on his adversary. Blood splatters cause Normal (Never special) Damage, and as the direct result of a Short CC Skill, they cannot be dodged.  	 				Nanopulser	Viral Combi Rifle	Pistol	CCW		4-4	17	12	11	13	0	0	1	 	
Clipsos Infiltrators	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378-Icon.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Tohaa\280901-0378.png	C:\Users\u0064666\Documents\GitHub\InfinityTroopCards\ImagesFromCB\Regular.png					4-4	13	11	12	13	0	-3	1	3	0	24	CH: TO Camouflage, Infiltration	CH: TO Camouflage	The miniature possesses, besides the Special Skill Camouflage, a Thermo-Optical mimetizing device. This is a system that curves the light around its bearer, rendering him almost invisible and erasing his thermal signature. This sophisticated device also diffuses any possible atmospheric turbulence that its bearer may provoke and prevents his detection by radar or sonar. In game terms, TO Camouflage allows its possessor to perform the following:   Hidden Deployment: It allows the same type of deployment as CH: L-2 Camouflage, but there is no need to make use of a Marker. Provided that he does not move, the figure with CH: TO Camouflage will remain completely invisible. The player must take note of his figure's position in the most detailed possible way (Cover, Prone, etc.) so that the adversary will be able to verify the data in the moment in which he reveals his position. If the miniature moves, the player must place a TO Camouflage Marker, and show his adversary that he really was in that position from the beginning of the battle. If the figure performs any other action, he will have to be replaced by the miniature instead of the Marker. A miniature in Hidden Deployment does not add his Order to the Orders Reserve, as he is not on the game table. However, to carry out his first Order, which reveals his presence on the battlefield, he will not receive the Order from the Orders Reserve but will have to spend his own.   Camouflage in Movement: Allows the miniature to carry out the same Camouflaged Movement allowed by CH: Camouflage.   TO Defensive Camouflage: Allows the miniature the same Defensive Camouflage that CH: Camouflage provides, but a negative Modifier of -6 is applied if someone intends to attack him.   TO Combat Camouflage: Allows the same Combat Camouflage as CH: L-2 Camouflage, with no orders needing to be spent.   Camouflaging again: Functions exactly as CH: L-2 Camouflage	 Infiltration	Due to his ability to move stealthily, the miniature will be able to infiltrate the enemy's lines without being noticed. The use of the Infiltrate Special Skill is only allowed in the Deployment Phase. Infiltration allows a miniature the following options:   Option A: The miniature can be deployed, without having to spend an Order or make a Roll, up to the central area of the game table (within the half corresponding to his army). He is deployed in Camouflage or TO Camouflage status if applicable.   Option B: If the miniature wants to go further into enemy territory, he must to pass a Normal Roll of PH. Each 4 inch strip of distance advanced into enemy territory will add a cumulative Modifier of -1 to the roll. If he fails the roll, the Dispersion rule must now be applied. The centre of the Circular Template must be placed at the point in the battlefield where the figure wished to Infiltrate, with the number 1 pointing to the centre of the game table, multiplying the Failure Category by 2.5 (FC x 2.5) to determine where to place the infiltrator. Moreover, the miniature will lose the Camouflaged Deployment and Hidden Deployment options provided by the CH: Camouflage and CH: TO Camouflage Special Skills.   It is not allowed to Infiltrate inside the enemy's Zone of Deployment, or in base contact with another figure. If Dispersion would place the miniature in either position, move the figure back towards its initial Infiltration point until it is no longer in an illegal position; ie. the figure will be placed on the limit of the enemy's Zone of Deployment closest to the initial Infiltration point.  	 								Combi Rifle	Antipersonnel Mines	Pistol	Knife											
